# run_id,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,cost
0.000000,1.668309,-1.242079,1.684890,-1.790071,-1.720232,1.909598,0.333360,-0.867403,1.525700,-1.869055,-1.550335,-1.068304,1.752044,-0.340890,-11.100000
0.000000,1.591041,-1.113421,1.637525,-1.789516,-1.800824,1.843961,0.401891,-0.980282,1.559990,-1.864795,-1.444639,-0.997805,1.784050,-0.245238,-11.080000
0.000000,1.533969,-1.144564,1.688285,-1.808912,-1.807073,1.864690,0.372128,-0.960977,1.595652,-1.866414,-1.455544,-1.024590,1.805295,-0.335026,-11.290000
0.000000,1.595261,-1.156511,1.648507,-1.889908,-1.819408,1.890599,0.448320,-0.922932,1.594699,-1.846195,-1.417750,-1.019353,1.815081,-0.353936,-11.330000
0.000000,1.567404,-1.128704,1.651738,-1.796095,-1.807947,1.921883,0.369283,-0.952440,1.595390,-1.835999,-1.433527,-1.011436,1.806569,-0.332610,-11.220000
0.000000,1.603636,-1.201044,1.644985,-1.838134,-1.857273,1.895433,0.346895,-1.039680,1.583526,-1.861259,-1.445650,-1.033963,1.824917,-0.337146,-11.240000
0.000000,1.572405,-1.141858,1.669713,-1.808790,-1.852226,1.867298,0.375574,-0.946418,1.575006,-1.810179,-1.461360,-1.025936,1.811857,-0.328238,-11.340000
0.000000,1.584258,-1.147377,1.626883,-1.800055,-1.805884,1.834096,0.343224,-0.925425,1.606882,-1.839138,-1.379608,-1.100080,1.830275,-0.333529,-11.300000
0.000000,1.586516,-1.154479,1.667684,-1.798781,-1.826592,1.859449,0.371615,-0.959412,1.601708,-1.842147,-1.419277,-1.005932,1.767233,-0.351672,-11.360000
0.000000,1.586446,-1.170911,1.647281,-1.792748,-1.817524,1.846858,0.353077,-0.921647,1.582578,-1.865805,-1.434113,-0.946320,1.883330,-0.346895,-11.210000
0.000000,1.602623,-1.172194,1.683942,-1.742707,-1.811795,1.878943,0.453616,-0.971484,1.638904,-1.826702,-1.458053,-1.046293,1.855634,-0.343151,-11.280000
0.000000,1.596912,-1.159421,1.637519,-1.800826,-1.802178,1.875095,0.374243,-0.935982,1.593773,-1.856453,-1.487936,-1.035993,1.798803,-0.348657,-11.360000
0.000000,1.579051,-1.117707,1.645774,-1.809300,-1.799041,1.854767,0.383605,-0.985036,1.591429,-1.828159,-1.450546,-1.020175,1.822495,-0.366685,-11.330000
0.000000,1.578838,-1.153816,1.652907,-1.798124,-1.819828,1.865255,0.375456,-0.949463,1.596313,-1.851585,-1.442623,-1.004816,1.830048,-0.339191,-11.220000
0.000000,1.580359,-1.155818,1.656494,-1.806180,-1.815235,1.873071,0.376627,-0.965066,1.599706,-1.843502,-1.446910,-1.024709,1.813132,-0.333497,-11.180000
0.000000,1.572368,-1.140769,1.643963,-1.798555,-1.839950,1.875784,0.387239,-0.966480,1.598827,-1.860511,-1.445929,-1.032197,1.810807,-0.343494,-11.090000
0.000000,1.576580,-1.147521,1.651628,-1.814215,-1.819299,1.872067,0.386838,-0.953858,1.598269,-1.849015,-1.443954,-1.022954,1.810634,-0.337856,-11.140000
0.000000,1.576913,-1.144403,1.662450,-1.788631,-1.816036,1.870634,0.403522,-0.951005,1.610223,-1.840018,-1.445931,-1.029414,1.812942,-0.337622,-11.190000
0.000000,1.584627,-1.140131,1.660366,-1.803786,-1.821809,1.871601,0.377819,-0.957246,1.605243,-1.851023,-1.448203,-1.024797,1.813275,-0.336023,-11.170000
0.000000,1.565614,-1.144922,1.640590,-1.803587,-1.822777,1.865447,0.376384,-0.956579,1.620145,-1.839216,-1.453068,-1.018202,1.807256,-0.331619,-11.050000
0.000000,1.578889,-1.145325,1.653045,-1.799747,-1.819246,1.870702,0.387043,-0.962927,1.596471,-1.849753,-1.451777,-1.016183,1.807744,-0.329890,-11.240000
0.000000,1.575833,-1.139594,1.645267,-1.795053,-1.812754,1.860452,0.376912,-0.951783,1.589770,-1.848624,-1.434907,-1.036998,1.809678,-0.324405,-11.220000
0.000000,1.576170,-1.138498,1.651566,-1.801574,-1.815423,1.866906,0.382176,-0.961572,1.597116,-1.843670,-1.448414,-1.022160,1.812600,-0.346204,-11.280000
0.000000,1.578967,-1.165627,1.656251,-1.804178,-1.815517,1.877045,0.380495,-0.977287,1.599836,-1.838344,-1.444339,-1.034044,1.816877,-0.336620,-11.220000
0.000000,1.575456,-1.147338,1.657235,-1.801938,-1.828259,1.870667,0.380413,-0.954449,1.593466,-1.838370,-1.451007,-1.025305,1.811468,-0.335817,-11.210000
0.000000,1.578340,-1.150141,1.654781,-1.801287,-1.821441,1.865071,0.382101,-0.958796,1.600503,-1.848006,-1.446258,-1.024292,1.808754,-0.338930,-11.210000
0.000000,1.575762,-1.147111,1.654110,-1.797397,-1.818736,1.881394,0.378456,-0.955561,1.598972,-1.845451,-1.441288,-1.020398,1.804224,-0.339986,-11.290000
0.000000,1.582114,-1.148781,1.649208,-1.800171,-1.819790,1.872005,0.381958,-0.956380,1.599911,-1.845984,-1.448728,-1.025014,1.811134,-0.338399,-11.270000
0.000000,1.576688,-1.147704,1.653592,-1.800941,-1.819741,1.871127,0.381541,-0.958120,1.599910,-1.847210,-1.446838,-1.024269,1.811384,-0.337426,-11.250000
1.000000,1.874821,-1.220798,-1.019980,-1.801004,2.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.020000
1.000000,1.874821,-0.220798,-1.019980,-1.801004,2.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.240000
1.000000,1.874821,-0.220798,-0.019980,-1.801004,2.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.120000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,2.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.400000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.490000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,3.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.340000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-1.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.510000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,3.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.210000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,2.317361,1.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.240000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,2.317361,0.386953,3.481703,0.052078,1.649509,-2.416543,0.574488,-10.450000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,1.052078,1.649509,-2.416543,0.574488,-10.120000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,2.649509,-2.416543,0.574488,-10.230000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-1.416543,0.574488,-10.450000
1.000000,1.874821,-0.220798,-1.019980,-0.801004,3.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,1.574488,-10.540000
1.000000,2.168266,-0.002811,-1.497876,-0.599785,3.144401,2.570156,-2.204021,2.225136,0.236039,2.397862,-0.509660,1.364448,-2.550689,0.574488,-10.050000
1.000000,1.386814,-0.195977,-1.074397,-0.778092,3.099824,2.889623,-2.107438,2.306860,0.369769,2.472157,-0.011885,1.617050,-2.431817,0.574488,-10.550000
1.000000,1.874821,-0.448253,-1.123731,-0.801004,3.094096,2.930674,-2.095027,2.317361,0.386953,2.481703,0.052078,1.649509,-2.416543,0.574488,-10.360000
1.000000,1.887399,-0.291209,-0.562036,-0.753759,3.105908,2.846026,-2.120618,2.295707,0.351519,2.462018,-0.079816,1.582578,-2.448039,0.574488,-10.380000
1.000000,1.879761,-0.167286,-1.018077,-1.292968,3.098735,2.897432,-2.105077,2.308858,0.373038,2.473973,0.000283,1.623225,-2.428911,0.574488,-10.540000
1.000000,1.888468,-0.072944,-1.014723,-1.307640,3.106912,2.838827,-2.122795,2.293866,0.348506,2.460344,0.214401,1.576886,-2.450718,0.574488,-10.640000
1.000000,1.860769,-0.181395,-0.987148,-1.305991,3.098735,3.009759,-2.105077,2.308858,0.373038,2.473973,0.036639,1.623225,-2.428911,0.574488,-10.440000
1.000000,1.947515,-0.034203,-1.111907,-1.265948,3.106435,2.881932,-2.121762,2.294739,0.349936,2.461138,-0.163614,1.579587,-2.449447,0.574488,-10.430000
1.000000,1.879761,-0.167286,-1.018077,-1.292968,3.098735,2.897432,-2.105077,2.308858,0.262565,2.473973,0.000283,1.681711,-2.428911,0.574488,-10.160000
1.000000,1.870855,-0.148207,-0.998447,-1.305111,3.101126,2.850402,-2.110257,2.304474,0.551002,2.469988,0.006713,1.789030,-2.435288,0.574488,-10.480000
1.000000,1.879761,-0.167286,-1.018077,-1.292968,3.098735,2.897432,-2.202091,2.308858,0.373038,2.473973,0.000283,1.623225,-2.350087,0.574488,-10.470000
1.000000,1.875672,-0.158528,-1.009066,-1.298542,3.099832,2.875842,-1.921234,2.306845,0.393337,2.472143,0.003235,1.583366,-2.267629,0.574488,-10.470000
1.000000,1.879761,-0.167286,-1.018077,-1.292968,3.098735,2.897432,-2.105077,2.392942,0.373038,2.381480,0.000283,1.623225,-2.428911,0.574488,-10.400000
1.000000,1.876914,-0.161189,-1.011804,-1.296849,3.099499,2.882402,-2.089138,2.474705,0.387170,2.655037,0.002338,1.595476,-2.454536,0.574488,-10.480000
1.000000,1.879761,-0.167286,-1.018077,-1.292968,3.098735,2.897432,-2.105077,2.308858,0.373038,2.473973,0.000283,1.623225,-2.428911,0.699488,-10.480000
1.000000,1.878631,-0.164867,-1.015588,-1.294508,2.849638,2.891467,-2.098751,2.300192,0.378646,2.478117,0.001098,1.612213,-2.439080,0.702723,-10.550000
1.000000,1.995187,-0.186965,-0.974935,-1.294806,3.098275,2.900724,-2.104081,2.309700,0.374416,2.474738,0.005412,1.625828,-2.427687,0.699488,-10.520000
1.000000,1.813050,-0.214085,-0.863945,-1.283296,3.121686,2.822423,-2.074009,2.242464,0.395227,2.493102,-0.049751,1.522290,-2.509382,0.720876,-10.580000
1.000000,1.893132,-0.248381,-1.088651,-1.305670,3.101373,2.877875,-2.097904,2.278281,0.387733,2.478958,0.008313,1.599139,-2.458550,0.675232,-10.470000
1.000000,1.883074,-0.094044,-1.057799,-1.275552,3.110462,2.986127,-2.047421,2.380660,0.387693,2.512183,0.056536,1.661284,-2.374308,0.871216,-10.430000
1.000000,1.881417,-0.130665,-1.037938,-1.284260,3.104598,2.941780,-2.076249,2.344759,0.380366,2.493078,0.028409,1.642254,-2.401610,0.785352,-10.530000
1.000000,1.878502,-0.174228,-1.015858,-1.231497,3.098699,2.897600,-2.103308,2.305544,0.376112,2.475263,0.005598,1.622225,-2.431784,0.696304,-10.440000
1.000000,1.847125,-0.161367,-0.936158,-1.344334,3.109818,2.871829,-2.089774,2.291776,0.378516,2.483266,-0.026279,1.584090,-2.454379,0.728973,-10.560000
1.000000,1.878162,-0.174484,-1.016674,-1.292652,3.098175,2.886540,-2.122043,2.343500,0.377097,2.517813,-0.002186,1.611365,-2.420291,0.690352,-10.590000
1.000000,1.876310,-0.173437,-1.016857,-1.307736,3.096822,2.898073,-2.174946,2.266306,0.375895,2.439629,0.000221,1.617780,-2.344032,0.714897,-10.490000
1.000000,1.874643,-0.194553,-1.014426,-1.290965,3.096551,2.919124,-2.114906,2.320924,0.370811,2.468743,-0.041166,1.644637,-2.435928,0.711475,-10.480000
1.000000,1.886088,-0.135877,-1.024528,-1.300211,3.100588,2.902631,-2.182741,2.310297,0.366559,2.463134,0.042919,1.628603,-2.507418,0.715937,-10.520000
1.000000,1.890378,-0.150428,-1.033578,-1.287795,3.099569,2.914921,-2.106886,2.307889,0.349649,2.471963,-0.023749,1.580831,-2.431138,0.700324,-10.630000
1.000000,1.898844,-0.098088,-1.040810,-1.302276,3.102726,2.882816,-2.092239,2.270754,0.440180,2.496847,-0.031271,1.656247,-2.435990,0.670242,-10.420000
1.000000,1.878863,-0.164950,-1.016494,-1.296008,3.037010,2.895178,-2.099608,2.307313,0.373069,2.473552,0.005792,1.621210,-2.430783,0.701177,-10.420000
1.000000,1.883823,-0.164269,-1.024693,-1.290183,3.098735,2.873408,-2.105077,2.312188,0.363412,2.470309,-0.007493,1.628321,-2.428911,0.710381,-10.460000
1.000000,1.876707,-0.164224,-1.013215,-1.300539,3.103873,2.904863,-2.095617,2.339678,0.396983,2.438251,0.016292,1.610700,-2.427108,0.678999,-10.700000
1.000000,1.873690,-0.164770,-1.008337,-1.304349,3.105507,2.919325,-2.092610,2.292116,0.342935,2.489990,0.025298,1.639362,-2.426534,0.674524,-10.540000
1.000000,1.872788,-0.170560,-1.000917,-1.297414,3.102177,2.895448,-2.100352,2.298363,0.382577,2.478935,0.001187,1.610120,-2.435521,0.710574,-10.400000
1.000000,1.865873,-0.164297,-1.023200,-1.292770,3.098783,2.897014,-2.107884,2.308790,0.372602,2.473526,0.000470,1.623081,-2.431658,0.699440,-10.570000
1.000000,1.890848,-0.163035,-1.016773,-1.293944,3.098810,2.901602,-2.124600,2.309301,0.373762,2.472602,0.010607,1.625523,-2.446339,0.703507,-10.490000
1.000000,1.879412,-0.170067,-1.022053,-1.292826,3.099337,2.902009,-2.102070,2.313173,0.370857,2.474589,0.007017,1.622592,-2.426066,0.710096,-10.360000
1.000000,1.889639,-0.154766,-1.026077,-1.293732,3.099356,2.903057,-2.098832,2.301781,0.391999,2.482534,-0.005462,1.630328,-2.424696,0.697906,-10.600000
1.000000,1.878104,-0.159383,-1.010537,-1.291420,3.098334,2.899346,-2.110225,2.310054,0.371787,2.472158,-0.000510,1.625216,-2.420672,0.702741,-10.380000
1.000000,1.881997,-0.182748,-1.021646,-1.295549,3.097747,2.894504,-2.119407,2.296854,0.374131,2.467892,0.003796,1.616378,-2.413679,0.694521,-10.460000
1.000000,1.879758,-0.169414,-1.015824,-1.293375,3.098329,2.894865,-2.108548,2.317725,0.373367,2.484458,0.000315,1.619919,-2.427157,0.695899,-10.340000
1.000000,1.879307,-0.170434,-1.017827,-1.292729,3.097933,2.899479,-2.106752,2.310908,0.375075,2.472707,-0.004843,1.624577,-2.429736,0.701591,-10.470000
1.000000,1.880364,-0.169622,-1.011330,-1.294434,3.099513,2.901244,-2.100650,2.306410,0.363298,2.471978,0.001029,1.627568,-2.431011,0.694269,-10.450000
1.000000,1.879933,-0.166203,-1.018375,-1.300159,3.099094,2.897109,-2.104863,2.310738,0.373394,2.472079,0.000065,1.622743,-2.428510,0.699242,-10.660000
1.000000,1.880444,-0.167048,-1.015755,-1.284421,3.099172,2.895861,-2.102321,2.313738,0.377524,2.465802,0.003921,1.619132,-2.429656,0.695793,-10.540000
1.000000,1.880473,-0.166564,-1.019147,-1.292339,3.105484,2.898690,-2.105775,2.308969,0.371681,2.473902,-0.001707,1.620989,-2.428837,0.699354,-10.410000
1.000000,1.882143,-0.163635,-1.020438,-1.291507,3.090610,2.901024,-2.104823,2.307023,0.367883,2.474437,-0.004025,1.613823,-2.429909,0.700078,-10.480000
1.000000,1.884357,-0.165461,-1.017276,-1.292164,3.097938,2.898592,-2.114941,2.307393,0.372927,2.474451,0.005653,1.625613,-2.437712,0.701662,-10.410000
1.000000,1.879763,-0.171209,-1.018977,-1.292480,3.097816,2.896486,-2.107963,2.304790,0.373091,2.473717,0.001417,1.622742,-2.424949,0.698655,-10.480000
1.000000,1.880690,-0.166804,-1.020224,-1.292367,3.098360,2.896642,-2.105591,2.310140,0.371596,2.473279,-0.000141,1.624866,-2.428192,0.698737,-10.490000
1.000000,1.879181,-0.167043,-1.014975,-1.292451,3.098913,2.893056,-2.103021,2.306923,0.373103,2.475512,-0.000924,1.622598,-2.430794,0.703466,-10.560000
1.000000,1.879689,-0.165378,-1.017446,-1.292609,3.098470,2.901499,-2.102754,2.306666,0.377239,2.477222,0.000659,1.624294,-2.429184,0.698792,-10.510000
1.000000,1.876128,-0.166965,-1.018533,-1.292815,3.098648,2.897685,-2.105681,2.308771,0.372648,2.473966,0.000610,1.622985,-2.429866,0.699245,-10.470000
1.000000,1.879997,-0.166657,-1.018033,-1.292941,3.098045,2.897294,-2.105372,2.308319,0.372908,2.473910,-0.000727,1.622414,-2.429229,0.698658,-10.480000
1.000000,1.880447,-0.167715,-1.018467,-1.292797,3.097751,2.899104,-2.104320,2.309424,0.371859,2.474190,0.001211,1.621542,-2.428557,0.701612,-10.390000
1.000000,1.879735,-0.167612,-1.017794,-1.293262,3.098673,2.897291,-2.105525,2.309553,0.372675,2.475563,0.000136,1.623131,-2.428725,0.699158,-10.520000
1.000000,1.880216,-0.168049,-1.016517,-1.291885,3.099438,2.896891,-2.104576,2.310218,0.374790,2.472486,0.001659,1.622880,-2.428965,0.698665,-10.630000
1.000000,1.879553,-0.166299,-1.017135,-1.292775,3.098685,2.897671,-2.105720,2.309007,0.372882,2.473746,0.000184,1.623474,-2.427882,0.699895,-10.440000
1.000000,1.879975,-0.168415,-1.016437,-1.293386,3.099052,2.898516,-2.104022,2.307925,0.371065,2.473366,0.000237,1.624713,-2.429652,0.698603,-10.580000
1.000000,1.880259,-0.167170,-1.017819,-1.293172,3.098813,2.897671,-2.106345,2.308549,0.373171,2.474009,0.000915,1.623292,-2.429980,0.699823,-10.420000
1.000000,1.880439,-0.167026,-1.020512,-1.292292,3.099018,2.896273,-2.103782,2.309143,0.373301,2.473673,0.000154,1.625401,-2.428575,0.699867,-10.470000
